,index,Timestamp,ADF,Brand,FV Full Plato,Plato,Fermentation ID
162,61861,2017-07-24 21:00:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 32201772450163
163,61911,2017-07-25 05:20:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 32201772450163
164,61964,2017-07-25 14:10:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 32201772450163
165,61985,2017-07-25 17:40:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 32201772450163
166,62048,2017-07-26 04:10:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 32201772450163
167,62133,2017-07-26 18:20:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 32201772450163
168,63463,2017-08-05 00:00:00+00:00,0.0,Kennedy,16.49203,0.0,Fermentor 3220178460961
169,63510,2017-08-05 07:50:00+00:00,0.114723831,Kennedy,16.49203,14.6,Fermentor 3220178460961
170,63576,2017-08-05 18:50:00+00:00,0.290566385,Kennedy,16.49203,11.7,Fermentor 3220178460961
171,63657,2017-08-06 08:20:00+00:00,0.5573619000000001,Kennedy,16.49203,7.3,Fermentor 3220178460961
172,66034,2017-08-22 20:30:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 32201782248361
173,66084,2017-08-23 04:50:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 32201782248361
174,67918,2017-09-04 22:30:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 3220179455262
175,67967,2017-09-05 06:40:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 3220179455262
176,68020,2017-09-05 15:30:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 3220179455262
177,68041,2017-09-05 19:00:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 3220179455262
178,68104,2017-09-06 05:30:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 3220179455262
179,68190,2017-09-06 19:50:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 3220179455262
180,70941,2017-09-25 22:20:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 32201792554966
